,question
84292,WP NN IN NN VBN IN DT NN IN DT NN IN DT JJ NNS .
84293,VBD DT NN IN DT NN VBD TO NNS .
84294,WP VBZ JJ NN JJ IN .
84295,WP VBZ DT JJ NN IN NN JJ .
84296,WP VBZ JJ VBG .
84297,WP VBD JJ NN VBP IN JJ NN .
84298,WP VBD VBN IN JJ NN WDT VBD VBN TO JJ NN .
84299,WRB VBD NNS IN JJ NN NN IN DT NN NNP .
84300,WP VBD DT NN WP$ NN VBD NN .
84301,IN WP NN VBD DT JJ NN VBD IN DT NNP NNP JJ IN DT NN IN NNP .
84302,WP VBD CD JJ NN IN NNP .
84303,WP VBD DT JJ NN PRP VBP IN DT NNS .
84304,WP VBD NNP NNS IN NNS NN .
84305,WP VBD IN DT NN VBD IN NN NN IN NNP .
84306,IN WP NN VBD DT NN NN VBN .
84307,IN WP NN VBD DT NN NNS .
84308,WP VBZ DT JJ NN TO NN CC NN IN JJ NNS .
84309,WP VBD DT NN NN .
84310,WP VBD IN DT JJR NN CC JJ NN IN JJR NNS NNS .
84311,WP VBD DT NNS IN NN IN IN VBG DT NNS IN PRP$ NNS IN NN NNP NN .
84312,WP VBD DT RBS JJ NN IN DT NNS IN NNP .
84313,WP VBD DT NN IN NNP RBS RB .
84314,WP NN VBD VBN DT NN IN CD JJ JJ NNS .
84315,JJ NN VBD DT JJ NN IN .
84316,WP VBZ VBP IN NNS VBP PRP$ JJ NNS .
84317,WP VBD DT NN IN DT JJ NN .
84318,DT JJ NN IN NN VBD WP .
84319,WP VBD IN DT NN IN DT NN IN PRP VBD .
84320,WRB VBZ DT NN IN DT NN NN TO VB .
84321,WP VBD DT JJ NN IN NN .
84322,NN IN WP NN VBD TO VB NNS NNS .
84323,JJ NN VBD TO VB JJ NN TO VB IN WP NN .
84324,WP VBD IN DT NN IN DT NN IN DT NN VBD VBN .
84325,WP NN IN NN MD VB VBN DT NN .
84326,WRB NN VBD VBG DT NNS WP VBD VBG TO JJ NN NN .
84327,IN WP NN NN VBD DT NNP NN .
84328,IN WP NN VBD DT NNS VBP VBG IN DT NN IN NNS .
84329,PRP VBZ VBN IN DT RB JJ NN MD VB TO RBR NN IN WP .
84330,WP MD VB DT RB JJ NN VBD IN VBG .
84331,WP VBP DT VBP NNS IN DT JJ NN IN NNP NNS .
84332,"WP VBP JJ NNS VBN IN , IN JJ ."
84333,WP NN IN NN VBZ VBN IN JJ CC JJ NN NN NNS .
84334,IN WRB VBD JJ NN NNP VBZ NN .
84335,"JJ NN NN NNS VBP VBN IN WP , RB ."
84336,WP VBZ DT NN NN .
84337,IN WP NN NN VBD DT NNP NN NN .
84338,WP NN VBD IN DT NNP NN .
84339,IN WP NN IN NN VBD JJ NNP NN NN TO VB .
84340,WP NN IN JJ NN VBD JJ TO DT NNP .
84341,WP VBZ DT NN IN DT JJ JJ NN WDT VBD RB CD CD NNS RB .
84342,IN WP NN VBD DT NNP NN .
84343,WRB JJ NNS IN NN VBP IN DT NNP NN .
84344,DT NNP VBZ DT NN IN WP .
84345,IN WP JJ NN VBD DT NNP VB .
84346,WP NN VBD VBN IN DT NN IN DT NNP .
84347,IN WP JJ NN VBD DT NNP NN NN .
84348,WP VBD DT NNS IN DT JJ NN VBN TO VB RB VBN DT NN IN .
84349,WP NN VBD TO DT JJ NN IN DT NN IN DT NNP NN .
84350,WP NN VBD IN DT NN IN DT JJ NN IN NN IN DT NNP .
84351,"NNP CC NNP VBP NNS IN WP NN , IN DT NNP NN ."
84352,WRB JJ RB VBD DT JJ NN VB .
84353,JJ NN VBD DT JJ NN .
84354,WP VBD DT NN IN DT JJ NN NN IN DT NNP .
84355,JJ NN VBD IN NN IN DT NN IN NNP IN DT NNP .
84356,WP NN VBD RP NNP IN DT NN IN NNP .
84357,WP NN IN NN VBD JJ IN DT JJ NN .
84358,WP NN NN VBD DT NN IN DT JJ NN IN DT JJ NN .
84359,NN IN WP NN IN NN VBD VBN TO NN DT JJ JJ NN .
84360,WRB JJ NNS VBZ DT JJ JJ NN VBN TO VB VBN .
84361,WP VBD TO VB IN NNP IN PRP VBD IN DT JJ NN .
84362,WRB VBD DT JJ NN VBN TO VB VBN .
84363,"VBN TO DT JJ NN , WRB JJ VBD DT NN NNS IN NNP IN DT NNP ."
84364,WP VBD DT NN IN NN IN NNP VB TO .
84365,WDT NN VBD IN DT NNP .
84366,JJ VBZ VBD DT NN IN DT JJ NN IN DT JJ NN .
84367,IN WP NN NN VBD DT JJ NN .
84368,JJ NN VBD VBN IN DT NN IN NNP CC NNP .
84369,WDT JJ NNS VBD VBN IN DT JJ NNS IN NNP IN DT JJ NN .
84370,WDT VBZ VBN IN DT NNP VBD VBN IN DT NN IN NNP IN DT NNP .
84371,WP VBD DT JJS NN VBD TO DT VBN IN DT JJ NN .
84372,WP VBD TO DT NN IN DT NN WRB DT JJ NN VBD VBN .
84373,IN WDT NN VBD JJ NNS VBN .
84374,WP VBD IN DT NN IN CD NNS VBP RB IN DT JJ NN .
84375,WP VBD DT NN IN DT NN IN NN NN IN DT NN IN DT NNP NN .
84376,DT NNP NN VBZ VBN IN DT NN IN NNP NN NN NNS IN WP JJ NN .
84377,WP JJ NNS VBD NN WRB NNP VBD IN DT NNP .
84378,WP VBD DT NN WDT VBD TO VB NNP NNP CC NNP VBD IN DT NNP .
84379,WP VBD DT NN IN NNP VBG NNP IN NNP NNP .
84380,DT NNS VBG TO DT NN IN DT NNPS IN DT NNP VBP VBN IN WP .
84381,WDT CD JJ NNS VBD IN DT JJ NN .
84382,WP NN VBD IN DT NNP NN .
84383,WP VBD DT JJS NN IN DT NNP VBN .
84384,"EX VBD DT NN IN NNP CC NNP IN DT NNP , WP VBD PRP ."
84385,DT NN IN WDT NN VBD TO DT NN IN NN IN DT NNP .
84386,IN WDT NN VBD DT NNP NNP NN .
84387,JJ NN NN VBZ VBN TO VB `` PDT DT NN . ''
84388,WP NN VBZ NN NN PRP VBZ IN DT NNP NN IN NN .
84389,WP VBD VBG TO NNP IN DT JJ NNP .
84390,JJ NNS IN DT NNP VBP DT NN IN DT NN IN IN NNP .
84391,WP NN IN JJ NNS VBP VBN IN DT NNP NN .
84392,IN WP NNS VBD DT JJ NN .
84393,JJ NN VBD RB IN DT NNP NN .
84394,DT NNP IN NNP VBD IN DT NN IN NNP NNP CC WP JJ NN NN .
84395,IN WP NN VBD DT NNP NNP MD VB TO VB .
84396,WDT JJ NNP NN NNS VBP JJ IN NNP .
84397,DT JJ NNS VBD RB VBN IN WP NN .
84398,JJ VBZ VBD DT NNP IN DT NNP .
84399,NNP NNP VBD RB WDT NN .
84400,DT NN IN DT NNP VBD WP NN IN DT NNS .
84401,NNP VBD DT NN IN WP NN .
84402,IN DT NN IN DT NNP NN WRB RB IN DT JJ NN NN VBD IN NN .
84403,WP NN IN NN VBD DT NNP JJ IN VBG DT JJS NN IN .
84404,DT NNP VBZ DT NN IN WDT NN NN .
84405,WRB MD CD VB DT NNP NNP NNP NNP .
84406,WRB VBP DT NNP NNP .
84407,WRB JJ NNS RB VBD DT NNP NNP .
84408,JJ NN VBD DT NN IN DT NNP NNP .
84409,WP JJ NN VBP PRP IN RB .
84410,IN DT NN IN WDT NN VBD DT NNS VBN RB PRP$ JJ NN .
84411,DT NN IN DT JJ NN NN CC DT JJ NN VBD WDT NN NN .
84412,WRB JJ NNS VBD NNP VB IN .
84413,IN DT NNP NN NNP VBD VBN TO WDT NN .
84414,WP NN NN IN DT NNP VBD VBN IN DT NN IN DT NNP NN .
84415,IN WDT NN VBD NNP CC NNP VBP NN .
84416,JJ NN VBD VBN WRB NNP VBD RB IN DT NNP .
84417,IN WP NNS VBD DT NNP NN VB NN .
84418,NNP VBD VBN TO WDT JJ NN IN DT NN IN DT NNP .
84419,WRB JJ RB VBD NNP CC NNP NN .
84420,IN WRB JJ NNS RB VBZ DT JJ NN NN NN VBN TO VB VBN .
84421,DT NN IN JJ NNS IN JJ NNS IN DT NNP VBD IN WP .
84422,IN WDT NN VBD NNS VB IN DT JJ NN IN NNP NNP .
84423,WP VBD TO VB IN DT JJ NNS IN NNP NNP IN DT NNP .
84424,"IN DT NNP , IN NNP , WDT VBP VBN TO VB ."
84425,DT NNP NN VBZ DT VBG NN IN WDT NN IN DT NNP .
84426,JJ NN VBD VBN WRB NNP VBD IN NNP .
84427,WP JJ NN VBN IN NNP .
84428,DT NN IN WDT NN NN IN NNP VBD DT NN IN DT NNP NN VBG RB IN DT JJ .
84429,IN WP NN VBD EX DT NN NN VBG NNP CC NNP NNP .
84430,IN DT NNP NN NNP NNP VBD JJ IN WP JJ NN .
84431,WDT JJ VBD IN DT NN IN NNP .
84432,DT NN IN WDT NN NN VBD DT NN IN IN WP NN IN DT NNP NNP NN IN NNP NNP .
84433,JJ NN VBD NNP VBG IN IN DT NNP .
84434,WRB NNP VBD VBG IN NNP WDT RB VBD TO VB IN DT NNP .
84435,NNP WP NN IN NN VBD DT NNP NN .
84436,JJ NN VBD IN DT NN IN DT NNP NN .
84437,WP VBZ DT NN IN NNP CC NNP NNP VBD .
84438,IN WDT NN VBD NNP CC NNP NNP VB VBN .
84439,DT NNP VBD DT NN IN WP NN IN NNP NNP .
84440,DT NNP VBD VBN IN DT NN IN NNP CC WP .
84441,WP NN VBD IN DT NNP .
84442,WRB JJ RB VBD DT JJ JJ NN NN .
84443,IN WP NN VBD NN NNS NN IN DT NN IN DT JJ JJ NN .
84444,IN WP NN VBD NN NNS VBP CD NNS .
84445,NNS IN WP NN VBD DT NN IN JJ NNS IN CD NNS .
84446,WP NN VBD DT NNP NNP VBD TO VB DT NN IN .
84447,WP VBZ DT NN VBP DT NN NN TO VB .
84448,WP VBP VBN .
84449,WP VBP JJ RB VBP IN .
84450,WRB VBP JJ RB VBN .
84451,WP NN IN NN VBP NNS .
84452,WRB VBD NNS VBN TO VB DT NN NN .
84453,WP NN VBP JJ NN NNS VBP .
84454,JJ NNP NNS VBD NN NN .
84455,WP NN VBD DT NNP NN IN .
84456,WP NN VBD DT NNP NN IN .
84457,JJ NNS VBD DT NN NN '' IN NNP .
84458,WP VBD JJ NNP VB PRP$ NN .
84459,WP NN VBD IN CD .
84460,WP VBD NNP POS JJ JJ NN NN .
84461,"WP VBD NNP POS JJ JJ NN NN VBN , IN JJ ."
84462,WP VBZ NNP NNP NN .
84463,WRB VBD NNP VB JJ NNS NNS .
84464,WDT CD NNS IN NNP NNP VBD JJ NNS .
84465,WRB VBD DT NNP CC NNP IN NNP RB VBD .
84466,WP VBD DT NNP POS NN VBN .
84467,"WP VBD DT NNP POS NN VBN , IN NNP ."
84468,"WP VBD DT NNP POS NN VBN , IN NNP ."
84469,IN WP NN VBD NNP VB DT NN NN .
84470,WP VBD NNP POS NN NN .
84471,WP VBD DT JJS JJ NN IN CD .
84472,"WP VBD DT NN IN DT NN IN NNP POS NN , IN NNP ."
84473,"WP VBD DT NN IN DT NN IN NNP POS NN , IN NNP ."
84474,WP VBD NNP POS JJ NN IN NN .
84475,WRB JJ NNS VBN IN NNP .
84476,WRB JJ JJ NNS VBD NNP VBD IN .
84477,WRB VBD NNP POS NN NN VBD TO DT NN IN NNP .
84478,WRB VBD NNS NNS VBD TO NNP POS NN .
84479,WRB VBD DT JJ NN VB DT NN NN POS .
84480,WP NN VBD JJ VB DT NN NNP POS IN .
84481,NNP NN VBD NNS VBD '' DT NN IN JJ NN POS .
84482,WRB VBD DT NNP NNP VBD IN DT NNP .
84483,WP VBD DT JJ NN IN NNP POS IN DT NNP .
84484,WP VBD DT NNP NNPS NNS IN NNP TO VB NNS .
84485,WRB VBD DT NNP NNPS NNS IN NNP VBP DT NN NN .
84486,WRB VBD DT NNP NNPS NNS IN NNP VBP DT NN NN .
84487,WRB JJ NN VBD VBN VBG VBN IN NNP NNPS NNS IN NNP DT NN .
84488,WRB VBD NNP VB DT JJ NN .
84489,WP VBD DT JJ NN IN DT NNP NNP NNP NN .
84490,WRB JJ NN NNS VBD DT NNP NNP NNP NN .
84491,WRB JJ NN NNS VBD NNP VB VBD NNS .
84492,WRB JJ NN NN VBD DT NNP NNP NNP NN IN PRP$ JJ NN .
84493,WRB VBD DT NNP NNP NNP VBD DT JJ NN .
84494,WP VBD DT NNP NNP NNS .
84495,WRB VBD DT NNP NNP NN VB PRP$ NNS .
84496,WRB VBD DT NNP NNP NNP VB PRP$ NNS .
84497,WP VBD RB IN DT NN IN DT NNP POS NN .
84498,WP NN VBD DT NNP NNP NNP NNS VB .
84499,JJ NN VBD NNP POS NN .
84500,WRB VBD NNP POS NN NN VBN .
84501,JJ NN VBD NNP POS NN .
84502,WRB VBD NNP POS NN NN VBN .
84503,WP VBD NNP POS NN NN VBN .
84504,WP VBD DT NN IN JJ VBG '' .
84505,NNP NN VBD NNP .
84506,WP JJ NN VBD NNP VB NN MD VB .
84507,WRB VBD NNP VB NN .
84508,WRB VBD NNP VB NN .
84509,WRB VBD DT NNP NNP NNP VBD .
84510,WP VBD DT NNP NNP NNP VBP NNS VBD DT NN IN .
84511,WRB VBD DT JJ NN '' IN NNS IN .
84512,WP NN IN DT NN VBD JJ NN NN IN .
84513,WRB VBD NNP VB PRP$ JJ NN NN .
84514,WRB VBD DT NNP NNS VBN IN DT JJ NN .
84515,WRB VBD NNP NNP VB DT NN NN .
84516,WRB VBD DT NNP VBP NN NN IN CD .
84517,WP VBD NNP IN CD .
84518,WRB VBD NNP VB PRP$ JJ NN .
84519,WP VBD NNP POS JJ NN NN .
84520,WRB VBD DT NNP NN VBD .
84521,WRB VBD DT NNP NNS VBD .
84522,WRB VBD DT JJ NNPS VBN .
84523,WP VBD DT NNP NNP POS JJ NN NNS .
84524,JJ JJ NN VBD DT NNP NNP POS JJ JJ NN .
84525,JJ JJ NN VBD IN NN IN NNS .
84526,JJ JJ NN VBD DT NNPS VBP IN PRP$ NN .
84527,JJ NNS POS NNS VBD DT JJ NN NN .
84528,WP VBD DT NN IN DT NNP POS .
84529,WP VBD DT NN IN DT NNP POS VBN IN NNP .
84530,WRB VBD DT NN IN DT NNP POS VBN .
84531,WP VBD JJ NNP POS NN .
84532,WP VBD IN NNP .
84533,WRB VBD NNP VB DT JJ NN IN NN .
84534,JJ JJ NN VBD NNP VB VBD DT NN .
84535,WRB VBD DT NNS IN NN NN IN NN NN TO VB NN .
84536,WP VBD JJ NNP POS .
84537,WRB VBD JJ NNP POS VBN .
84538,WRB VBD JJ NNP POS VBN .
84539,WP VBD NNP VB NN MD VB VBN IN .
84540,WP VBD DT JJ TO VB .
84541,WP VBP DT NN NNS VBP NNS VB RB TO RB .
84542,WRB VB DT VB DT RBS JJ NN NN VBZ .
84543,WRB VB VB NNS VB NN .
84544,WRB VBD NNP VB IN JJ NN .
84545,WRB VBD NNP VB IN JJ NN .
84546,WP NNS VBP VBN VBN TO VB VBG IN CD NN .
84547,WRB VBD NNP VB IN NN NN .
84548,WP NNS VBD JJ NN NN IN IN NNS IN DT JJ NN .
84549,JJ NN NN VBD NNP NNP .
84550,WP JJ NN NN VBD VBN IN NNP .
84551,IN WP NN VBD NN NN NN .
84552,WRB VBD NNP VB JJ NN .
84553,WRB VBD NNP VB IN NN NN .
84554,WRB VBD DT NNP NN VB JJ NN NN .
84555,WRB VBD DT NNP NNP VBD .
84556,WP VBD DT NNP NNP VBP IN NN .
84557,WRB VBZ NN VBG VBN JJS JJ .
84558,WP VBN JJ NN NN CC NN NN NNS .
84559,WP NN IN NN VBZ VBN JJ NN .
84560,WP NNS VBD NNP VB JJ NNS POS VBP VBN IN NN .
84561,WP NN VBD NNP NN RP .
84562,WRB VBZ JJ VBG VBN RBR JJ .
84563,WP NN IN NNS VBP NN IN NN .
84564,WP VBD IN NNS NNS IN CD .
84565,WP NN VBD NNP VB IN NN NNS .
84566,WP NN VBD NNP VB IN NN NNS .
84567,WP VBD DT NNP NNP NNP IN CD .
84568,WP VBZ DT JJ NNP .
84569,WRB JJ VBZ NNP .
84570,WRB VBZ JJ VBG RB JJ .
84571,WP MD JJ NNS RB VB VBN .
84572,WP VBP JJ JJ NNS .
84573,WP VBZ VBN TO VB DT JJ NN IN NN .
84574,WP VBZ NNP NNP POS `` JJ '' NN .
84575,WRB MD VB JJ VBG NNS .
84576,WRB VB JJ NNS RB VBP .
84577,WRB VB NNS VB NNS .
84578,WRB VB NN VB NNS .
84579,WP VBP NNS IN JJ NNS VBD IN NN .
84580,WP VBP NNS IN JJ NNS VBD IN NN .
84581,WRB VB RB RB VBP JJ NNS .
84582,WP NN IN JJ NNS VBZ JJ .
84583,WRB VBD NNP NNP NNP NN VBD NNS IN NN NNS .
84584,WRB VBD NNP NNP NNP NN VBD NNS IN NN NNS .
84585,WRB VBP DT NNS VBP NNS TO VB .
84586,WRB VB NNS VB VB DT NNS .
84587,WP VB NNS VB TO VB JJ NNS .
84588,WP VBD NN NNS IN NNP NNS .
84589,WP VBD NNP . NNP DT NN IN .
84590,WRB VBD NNP VB NN NN .
84591,WRB VBD NNP NN NNS IN NNS .
84592,WRB VBD NNP VB RBR JJ NN .
84593,WP VBZ NNP VB .
84594,WP VBZ DT CD NNP NN IN .
84595,WDT NN VBZ NN .
84596,WRB VBD DT NNP NN NNP NN .
84597,WDT CD NNS VBD NNP NN NNP NN NN IN .
84598,WP VBZ DT JJ NN POS NN VBD TO .
84599,WP VBZ DT JJ NN IN NNP NNS NNS .
84600,WP MD RB JJ NNP NNS VBP .
84601,WP MD RB JJ NNP NNS VBP .
84602,WP NNS IN DT JJ NNP NNS NN VBP DT JJ IN DT NNP POS .
84603,WRB VBP DT NN NNS VBP WRB NNS MD VB IN NN NNS .
84604,WP MD VB VBN IN NN NN .
84605,WRB MD VB VB DT NN WRB DT NN NN VBZ RB VB IN PRP$ NN VBD VBN .
84606,DT NN `` NN '' VBD JJ IN WP NN .
84607,"IN CD , WRB VBD NNP NNP VBP TO DT NN NNS IN JJ NNS IN NN ."
84608,WP VBD DT NN IN DT JJ NN WP RB VBD JJ NNS IN `` NN . ''
84609,WP VBZ DT JJ NN IN DT NN `` NN . ''
84610,"IN PRP VBZ TO VB NNS IN VBN NNS , WP VBZ DT JJ NN IN DT NNS IN NN ."
84611,"RB TO VBG DT JJ JJ NN , WRB VBD DT NN `` NN '' VBN IN DT NN NN ."
84612,WP RB VBD RB IN DT NN IN NNS VBG RB TO DT NN IN DT JJ NN .
84613,VBG POS NN IN NN VBN JJ NN IN WDT NN .
84614,WP VBD DT NN IN JJ NNP NNP .
84615,"WP JJ NN VBD NNP NN TO VB TO JJ NN , IN DT NN IN PRP$ NNS ."
84616,WP VBZ VBN DT JJ NN IN DT NN IN NN .
84617,"IN VBG NN , WP MD DT NN VB RB VBN IN ."
84618,"IN DT JJ NN , WP VBZ JJ VBN IN ."
84619,"IN NNS IN JJ NNS , WP RB NN VBZ JJ TO VB ."
84620,"RB RB NN VBD VBN IN DT JJ NN , WP NN VBD IN NN TO VB JJ NNS IN NN CC NN NNS ."
84621,IN WDT JJ NN VBD DT NNP VBN .
84622,"VBG NNP NNP NNP , WP$ NN VBD JJ IN VBG DT NN NN CC DT JJ JJ NN IN NN ."
84623,NNP NN VBD RB IN DT JJ NN IN CD .
84624,"IN VBG NN , WP VBD DT NNP NNP NNP VBP TO VB IN PRP$ NN ."
84625,"IN CD , WP JJ NN NN VBN RB IN DT JJ NN ."
84626,JJ NN VBD RB VBN IN DT JJ NN IN DT NNP CC RB VBD .
84627,WP VBZ CD IN DT NNS WDT VBD TO DT NN IN JJ NNS IN DT JJ NN IN DT NNP .
84628,WP NN VBD DT JJ NNP TO VB TO DT NN IN JJ NNS VBN IN DT NNP .
84629,WP VBD DT JJ NN IN JJ NNS WP VBD TO VBG JJ NNS IN DT NN IN NN .
84630,WDT VBD NNS IN NN VBN JJ JJ NNS VBN TO VBG JJ NN IN DT NNP .
84631,IN CD WP JJ NN VBD DT NNP NNP IN NNP NNP NN IN TO JJ NN NNS IN NN .
84632,NNP NN VBD VBN IN DT NNP IN VBG DT RB JJ NN IN DT NN IN NN IN VBG NN .
84633,WP NN IN NN VBD VBN RB VBN IN DT JJR NN IN NNS .
84634,WP NNS VBD DT NNP NN MD VB VBN IN JJ NNS IN NN .
84635,"IN PRP$ NNS , WP VBD DT NN IN JJ NNS IN DT NNP ."
84636,CD NNS IN DT NNP NNP VBD IN WP VBD NN IN VBG NN .
84637,JJ NN POS NNS VBD VBN IN DT NNP IN VBG DT NN NN IN NNS IN NN NNS .
84638,"DT NNP VBD JJS NNS TO VB RB JJ NNS IN NN NN , IN WP NN ."
84639,"DT NN IN WP , IN DT NNPS , VBD JJ TO VB CC VB NN NN ."
84640,JJ NN VBZ RB JJ IN JJ JJ NN .
84641,WP CD NN VBD VBN RB IN DT NNP NNP NNP IN DT NNP NNP ( NNP ) .
84642,"IN DT NN , PRP VBZ VBN IN DT NN IN DT NNP NNP , IN PRP$ JJS NN , VBZ VBG DT NN IN WDT NNS ."
84643,"IN VBG DT NN IN `` IN NN , '' DT NNP NNP VBD IN DT NN MD VB DT JJ NN IN WP ."
84644,WP VBD TO VBG DT NNPS NN IN PRP$ NN .
84645,JJ NNS VBD VBN IN VBG DT NN TO VB WP .
84646,WP VBZ DT JJ NN IN DT JJ NN IN DT NN IN DT VBG NN IN DT NN .
84647,DT NN IN NNS VBN IN DT NN MD RB VB RB VBN IN WP .
84648,"IN NN TO DT JJ NN IN DT JJ NN , WP JJ NN VBD JJ TO DT NNP ."
84649,DT NN IN WP VBZ VBN IN NNS IN NNP CD .
84650,WP VBZ DT NN IN VBG IN JJ NNS VBG DT NN IN DT NNS VB VBN .
84651,DT NN IN WP IN DT NNS VBD VBN IN DT NN IN PRP$ NN CC NN IN NN .
84652,WP MD RB VB VBN IN NNS IN DT NN POS NN TO VB .
84653,"IN DT NN MD RB RB VBP IN DT VBN NN VBZ JJ , PRP MD VB WP ."
84654,IN WDT NN VBD DT NNP NNP VB JJ .
84655,WP VBD DT JJ NN IN NNS JJ TO VB NNS .
84656,"IN DT CD JJ NNS IN DT NNP NNP NNP , WRB JJ VBD NNS TO DT NN ."
84657,WP NN VBN IN CD .
84658,DT NN IN NN IN JJ JJ NNS VBP DT NNP VBD RB JJ IN IN WRB JJ NNS .
84659,IN CD PRP VBD VBN IN DT NNP VBD DT JJ NN VBG IN WDT NN IN NN .
84660,"RB IN DT NN , DT NN IN DT NN VBZ VBN IN WP NN IN NN ."
84661,WP VBZ DT NN NN IN NNS RB .
84662,DT NNS NNP CC NNP VBP JJ NNS IN DT NN IN JJ NN IN WP .
84663,WP CD NNS VBD DT NN IN DT JJ CC JJ NN IN NN .
84664,DT CD NNS VBD IN NNS VBD WP IN PRP$ JJ NNS TO VB PRP IN VBG NNS .
84665,WP NN VBD NNP IN DT NN IN DT NN IN JJ NN .
84666,IN WP VBD NNP NNP VBD IN NN WDT VBD IN JJ NN NNS .
84667,CD NNS CC WP NN VBD IN NN NNP NNP NNP NNS .
84668,DT NNS VBD JJ IN WP NN IN DT NN IN NNS IN NN .
84669,IN WP NN VBD NNP VB IN DT JJ NN IN NN VBD RB JJ .
84670,NNP VBD IN DT NN MD VB DT NN VBN IN DT NN CC WDT JJ NN .
84671,"IN DT NN IN NNP CC NNP , WP VBZ VBN TO VB DT NN IN JJ NN NN ."
84672,"IN JJ NN IN DT NN , WRB VBD NNP CC NNP VBP DT NN IN DT NN ."
84673,"NNP CC NNP POS NN IN NN VBD DT NN CC NN IN WP , IN DT NN CC PRP$ NNS ."
84674,"NNP CC NNP RB VBD WP IN NNS IN NN , NN CC NN ."
84675,WP VBD JJ TO NNP CC NNP TO VB IN NNS .
84676,"IN IN NN CC CC NN , WP JJ JJ VBD DT NN IN DT VBN NN ."
84677,WP VBD NNP NN IN `` JJ NNS IN NN : . ''
84678,"IN DT NNS IN NNP , WP VBZ DT JJ CC JJ NN IN NN ."
84679,"NNP VBZ IN NN IN NNS IN NN VBZ JJ TO JJ , JJ , JJ CC WDT JJ NN ."
84680,DT JJ NN IN NN VBZ VBN IN WDT JJ NN .
84681,VBN IN DT NNP VBZ NNS IN RB VB WP VB .
84682,"IN DT NN IN NNS , DT NNP VBZ DT JJ NN IN NNS IN IN WP JJ NN ."
84683,"IN NNS IN VBN NNS CC JJ NNS , DT NN IN NNS IN NN NN VBD DT NN VBN IN WDT NN ."
84684,"IN NNP POS NN IN NN , DT NN IN WP VBZ JJ IN PRP NN IN DT NN IN DT NN ."
84685,NNP POS NN VBZ DT NN IN WP .
84686,"DT NN IN NN NNS WP NN , IN DT CD CD ."
84687,"IN NN IN DT JJ NN TO VB , DT JJ NN IN DT NN VBZ TO VB WP ."
84688,NNS TO DT NNP VBP VBN TO VB CC VB WP .
84689,IN WDT NNS MD DT NN IN NN VB VBN .
84690,"IN VBG DT NN IN NN , WP VBD VBP JJ IN DT NNS NN ."
84691,WP JJ JJ NN VBZ JJ IN NNS CC NNS IN NN IN PRP .
84692,"IN IN NNP , WP JJ JJ NN NN VBD DT DT NN IN NNS IN NN IN NN ."
84693,IN CD DT JJ NN IN JJ NNS WDT VBD CC VBD NN VBD VBN IN WDT NN .
84694,NNS WP VBD VBN IN NNP NNP NNP VBD IN JJ VBD JJ IN NNS IN WP .
84695,DT NN IN DT RBR JJ JJ NN IN WDT NN MD VB VBN VBD WP .
84696,IN NNP NNS VBD RB VBN IN NNP IN PRP$ NN IN WP JJ NN NN .
84697,WP VBZ JJ IN VBG DT NN `` NNP . ''
84698,JJ NN VBD NNP NNP POS NN IN PRP$ NN IN NN IN DT JJ NN .
84699,"IN NNP NNP NNP , WP IN DT JJ NNS VBD RB VBN IN JJ NNS VBG JJ NNS ."
84700,"DT NNP VBD IN IN JJ NNS , WP VB VBN RP IN DT NNP VBZ JJ NNP CC NNPS VBD RB VB NN ."
84701,DT JJ NN VBN IN DT NNP IN NNP VBD VBN IN WP JJ NN IN NN .
84702,"RB DT NNS WP VBD VB DT NNP POS NNS IN VBG NN , VBD VBN RP IN WP NNP ."
84703,"IN DT CD , WRB JJ NNS VBD VBN IN NN NNS WDT VBD RB VBN IN NN ."
84704,VBN NNS NNP CC NNP VBD VBN JJ IN NN IN WP JJ NN .
84705,NNP VBD VBN JJ IN DT NN CC WP JJ NN .
84706,DT NN IN DT NN IN NN CC IN WDT NNP CC NNP VBD VBN JJ VBD WP .
84707,CD NNS VBD VBN IN VBG IN NNS IN NNP IN WDT NN POS NNS .
84708,JJ JJ NN VBD IN RB DT RBS JJ NN TO VB VBN IN JJ NNS IN DT NNP .
84709,WP NN VBD IN NNP CD WDT RB VBD NNP POS NN .
84710,"NNP NNP RB VBD , WP VBZ MD PRP VB VBN VBN IN ."
84711,"IN NNP JJ , WP VBD DT NNP JJ NN IN NNS IN NN IN CD ."
84712,WRB VBD NNP WRB PRP VBD RB VBN .
84713,WP NN VBD VBN IN DT NN IN DT NNP NNPS TO VB JJ NNS IN NNP .
84714,DT JJ NNS IN DT NNP VBD IN JJ NNS WDT VBD NN IN WDT NN NN .
84715,DT NNP VBD VBN IN NNP CD IN WDT NN IN DT NNP .
84716,DT NNP VBD VBN IN DT NN IN VBG DT JJ IN NNS IN NN CC WP JJ NNS .
84717,DT NNS IN NN VBD RP IN DT NNP VBD IN WP NN IN NNS .
84718,WP VBZ VBN RB VBN IN DT JJ NN IN NN IN NNP .
84719,IN CD WP RB JJ NNP NNP IN NNP VBD DT NN IN NNP IN DT NN IN NN .
84720,IN NN IN WDT NN VBD NNP VB .
84721,WP VBD NNP NNP NNP NNP CD NN IN CD .
84722,"IN DT NNS , WP NN VBD DT NNP RB NN IN NNP VBD RB VBN ."
84723,TO WP VBD DT NNP NNP RB VBP DT NN IN NNP .
84724,"WP VBD VBN IN NN , IN VBG JJ NNS ."
